@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lDisHandTip numeric
@attribute lDisHandThumb numeric
@attribute lDisTipThumb numeric
@attribute outputs-1 {0,1,2}

@data
11066,'2016/04/30 12:53:19:531',7,0.907702,0.943382,0.037657,1
11067,'2016/04/30 12:53:19:547',7,0.908395,0.941667,0.036129,1
11068,'2016/04/30 12:53:19:564',7,0.908395,0.941667,0.036129,1
11069,'2016/04/30 12:53:19:584',7,0.906528,0.940753,0.036785,1
11070,'2016/04/30 12:53:19:597',7,0.906528,0.940753,0.036785,1
11071,'2016/04/30 12:53:19:615',7,0.90511,0.938081,0.037558,1
11072,'2016/04/30 12:53:19:631',7,0.90511,0.938081,0.037558,1
11073,'2016/04/30 12:53:19:647',7,0.90306,0.939641,0.038162,1
11074,'2016/04/30 12:53:19:665',7,0.90306,0.939641,0.038162,1
11075,'2016/04/30 12:53:19:681',7,0.89939,0.93465,0.038154,1
11076,'2016/04/30 12:53:19:700',7,0.899381,0.934631,0.038154,1
11077,'2016/04/30 12:53:19:714',7,0.889095,0.930206,0.044859,1
11078,'2016/04/30 12:53:19:730',7,0.889095,0.930206,0.044859,1
11079,'2016/04/30 12:53:19:747',7,0.903333,0.925842,0.027819,1
11080,'2016/04/30 12:53:19:765',7,0.903333,0.925842,0.027819,1
11081,'2016/04/30 12:53:19:782',7,0.888942,0.929343,0.045447,1
11082,'2016/04/30 12:53:19:797',7,0.888942,0.929343,0.045447,1
11083,'2016/04/30 12:53:19:816',7,0.890469,0.915944,0.033812,1
11084,'2016/04/30 12:53:19:831',7,0.890469,0.915944,0.033812,1
11085,'2016/04/30 12:53:19:847',7,0.885691,0.916558,0.040037,1
11086,'2016/04/30 12:53:19:863',7,0.885691,0.916558,0.040037,1
11087,'2016/04/30 12:53:19:881',7,0.886388,0.913757,0.035379,1
11088,'2016/04/30 12:53:19:897',7,0.886388,0.913757,0.035379,1
11089,'2016/04/30 12:53:19:914',7,0.896542,0.930007,0.036286,1
11090,'2016/04/30 12:53:19:932',7,0.89677,0.930288,0.036286,1
11091,'2016/04/30 12:53:19:948',7,0.89745,0.930375,0.035517,1
11092,'2016/04/30 12:53:19:963',7,0.89745,0.930375,0.035517,1
11093,'2016/04/30 12:53:19:981',7,0.895247,0.929758,0.037479,1
11094,'2016/04/30 12:53:19:997',7,0.895247,0.929758,0.037479,1
11095,'2016/04/30 12:53:20:015',7,0.898507,0.931009,0.03503,1
11096,'2016/04/30 12:53:20:030',7,0.898507,0.931009,0.03503,1
11097,'2016/04/30 12:53:20:049',7,0.899227,0.931702,0.034385,1
11098,'2016/04/30 12:53:20:065',7,0.899227,0.931702,0.034385,1
11099,'2016/04/30 12:53:20:083',7,0.898796,0.932008,0.035857,1
11100,'2016/04/30 12:53:20:097',7,0.898796,0.932008,0.035857,1
11101,'2016/04/30 12:53:20:115',7,0.900568,0.93422,0.035705,1
11102,'2016/04/30 12:53:20:131',7,0.900568,0.93422,0.035705,1
11103,'2016/04/30 12:53:20:148',7,0.902436,0.93286,0.033487,1
11104,'2016/04/30 12:53:20:164',7,0.902436,0.93286,0.033487,1
11105,'2016/04/30 12:53:20:183',7,0.901706,0.934111,0.034849,1
11106,'2016/04/30 12:53:20:198',7,0.901706,0.934111,0.034849,1
11107,'2016/04/30 12:53:20:213',7,0.901417,0.933807,0.034849,1
11108,'2016/04/30 12:53:20:234',7,0.878801,0.92136,0.046818,1
11109,'2016/04/30 12:53:20:247',7,0.900844,0.935052,0.036649,1
11110,'2016/04/30 12:53:20:264',7,0.900844,0.935052,0.036649,1
11111,'2016/04/30 12:53:20:281',7,0.900142,0.934452,0.036743,1
11112,'2016/04/30 12:53:20:297',7,0.900142,0.934452,0.036743,1
11113,'2016/04/30 12:53:20:316',7,0.900568,0.93415,0.035659,1
11114,'2016/04/30 12:53:20:332',7,0.900973,0.934542,0.035659,1
11115,'2016/04/30 12:53:20:350',7,0.901804,0.936622,0.036641,1
11116,'2016/04/30 12:53:20:364',7,0.901804,0.936622,0.036641,1
11117,'2016/04/30 12:53:20:381',7,0.884881,0.935562,0.053036,1
11118,'2016/04/30 12:53:20:398',7,0.884881,0.935562,0.053036,1
11119,'2016/04/30 12:53:20:414',7,0.884742,0.934805,0.053046,1
11120,'2016/04/30 12:53:20:432',7,0.884742,0.934805,0.053046,1
11121,'2016/04/30 12:53:20:449',7,0.892274,0.936363,0.046688,1
11122,'2016/04/30 12:53:20:465',7,0.892274,0.936363,0.046688,1
11123,'2016/04/30 12:53:20:481',7,0.89102,0.937518,0.04828,1
11124,'2016/04/30 12:53:20:497',7,0.89102,0.937518,0.04828,1
11125,'2016/04/30 12:53:20:515',7,0.889161,0.936477,0.049842,1
11126,'2016/04/30 12:53:20:531',7,0.889161,0.936477,0.049842,1
11127,'2016/04/30 12:53:20:548',7,0.887682,0.938225,0.052957,1
11128,'2016/04/30 12:53:20:564',7,0.887877,0.938428,0.052957,1
11129,'2016/04/30 12:53:20:583',7,0.884461,0.938306,0.056713,1
11130,'2016/04/30 12:53:20:597',7,0.884461,0.938306,0.056713,1
11131,'2016/04/30 12:53:20:616',7,0.896059,0.938151,0.044864,1
11132,'2016/04/30 12:53:20:631',7,0.896059,0.938151,0.044864,1
11133,'2016/04/30 12:53:20:648',7,0.894134,0.93604,0.04487,1
11134,'2016/04/30 12:53:20:665',7,0.89405,0.935958,0.04487,1
11135,'2016/04/30 12:53:20:681',7,0.893078,0.936165,0.045472,1
11136,'2016/04/30 12:53:20:698',7,0.893078,0.936165,0.045472,1
11137,'2016/04/30 12:53:20:715',7,0.896787,0.929385,0.035448,1
11138,'2016/04/30 12:53:20:733',7,0.895377,0.929166,0.037459,1
11139,'2016/04/30 12:53:20:748',7,0.895377,0.928816,0.036181,1
11140,'2016/04/30 12:53:20:766',7,0.895377,0.928816,0.036181,1
11141,'2016/04/30 12:53:20:782',7,0.895377,0.928816,0.036181,1
11142,'2016/04/30 12:53:20:799',7,0.89524,0.928068,0.035677,1
11143,'2016/04/30 12:53:20:814',7,0.895088,0.926325,0.034032,1
11144,'2016/04/30 12:53:20:832',7,0.894608,0.925843,0.034032,1
11145,'2016/04/30 12:53:20:848',7,0.895213,0.92581,0.033698,1
11146,'2016/04/30 12:53:20:864',7,0.895213,0.92581,0.033698,1
11147,'2016/04/30 12:53:20:884',7,0.893792,0.9218,0.030995,1
11148,'2016/04/30 12:53:20:899',7,0.893702,0.921715,0.030995,1
11149,'2016/04/30 12:53:20:914',7,0.893441,0.923079,0.032475,1
11150,'2016/04/30 12:53:20:931',7,0.893441,0.923079,0.032475,1
11151,'2016/04/30 12:53:20:947',7,0.893224,0.92306,0.034133,1
11152,'2016/04/30 12:53:20:965',7,0.893206,0.923042,0.034133,1
11153,'2016/04/30 12:53:20:981',7,0.893107,0.921995,0.032168,1
11154,'2016/04/30 12:53:21:000',7,0.89268,0.921976,0.032215,1
11155,'2016/04/30 12:53:21:015',7,0.89268,0.921005,0.033324,1
11156,'2016/04/30 12:53:21:030',7,0.89268,0.921005,0.033324,1
11157,'2016/04/30 12:53:21:048',7,0.892333,0.920386,0.031743,1
11158,'2016/04/30 12:53:21:065',7,0.892248,0.9203,0.031743,1
11159,'2016/04/30 12:53:21:081',7,0.891949,0.919448,0.0307,1
11160,'2016/04/30 12:53:21:099',7,0.892704,0.919679,0.029867,1
11161,'2016/04/30 12:53:21:116',7,0.892704,0.920176,0.030433,1
11162,'2016/04/30 12:53:21:130',7,0.892704,0.920176,0.030433,1
11163,'2016/04/30 12:53:21:149',7,0.892853,0.9205,0.030191,1
11164,'2016/04/30 12:53:21:165',7,0.892766,0.920604,0.030236,1
11165,'2016/04/30 12:53:21:181',7,0.892568,0.919005,0.029146,1
11166,'2016/04/30 12:53:21:200',7,0.898732,0.924923,0.02841,1
11167,'2016/04/30 12:53:21:215',7,0.898732,0.924923,0.02841,1
11168,'2016/04/30 12:53:21:233',7,0.898814,0.925565,0.029297,1
11169,'2016/04/30 12:53:21:247',7,0.898814,0.925597,0.029427,1
11170,'2016/04/30 12:53:21:267',7,0.898,0.926416,0.031343,1
11171,'2016/04/30 12:53:21:281',7,0.898,0.926153,0.030199,1
11172,'2016/04/30 12:53:21:299',7,0.896936,0.925307,0.030635,1
11173,'2016/04/30 12:53:21:314',7,0.896936,0.92682,0.032354,1
11174,'2016/04/30 12:53:21:330',7,0.896936,0.92682,0.032354,1
11175,'2016/04/30 12:53:21:350',7,0.895904,0.925282,0.031602,1
11176,'2016/04/30 12:53:21:363',7,0.895904,0.925282,0.031602,1
11177,'2016/04/30 12:53:21:383',7,0.878194,0.923804,0.048347,1
11178,'2016/04/30 12:53:21:397',7,0.878194,0.923804,0.048347,1
11179,'2016/04/30 12:53:21:417',7,0.877535,0.921395,0.046548,1
11180,'2016/04/30 12:53:21:431',7,0.877535,0.921395,0.046548,1
11181,'2016/04/30 12:53:21:447',7,0.877246,0.924847,0.049752,1
11182,'2016/04/30 12:53:21:464',7,0.877246,0.924847,0.049752,1
11183,'2016/04/30 12:53:21:481',7,0.877616,0.92411,0.04911,1
11184,'2016/04/30 12:53:21:500',7,0.85182,0.924623,0.075393,1
11185,'2016/04/30 12:53:21:514',7,0.85182,0.924877,0.075913,1
11186,'2016/04/30 12:53:21:534',7,0.85171,0.924789,0.075913,1
11187,'2016/04/30 12:53:21:547',7,0.858162,0.922614,0.06767,1
11188,'2016/04/30 12:53:21:564',7,0.858162,0.922614,0.06767,1
11189,'2016/04/30 12:53:21:581',7,0.852856,0.924784,0.074427,1
11190,'2016/04/30 12:53:21:597',7,0.852856,0.924784,0.074427,1
11191,'2016/04/30 12:53:21:616',7,0.441383,0.510224,0.083406,1
11192,'2016/04/30 12:53:21:631',7,0.357566,0.413532,0.083406,1
11193,'2016/04/30 12:53:21:647',7,0.37132,0.407402,0.045117,1
11194,'2016/04/30 12:53:21:666',7,0.282145,0.309563,0.04867,1
11195,'2016/04/30 12:53:21:681',7,0.278153,0.318777,0.055645,1
11196,'2016/04/30 12:53:21:698',7,0.279281,0.314917,0.055645,1
11197,'2016/04/30 12:53:21:714',7,0.235541,0.268256,0.043142,1
11198,'2016/04/30 12:53:21:732',7,0.235541,0.268256,0.043142,1
11199,'2016/04/30 12:53:21:749',7,0.24306,0.254901,0.012651,1
11200,'2016/04/30 12:53:21:767',7,0.23641,0.28835,0.061439,1
11201,'2016/04/30 12:53:21:780',7,0.23641,0.28835,0.061439,1
11202,'2016/04/30 12:53:21:797',7,0.323647,0.353666,0.0397,1
11203,'2016/04/30 12:53:21:814',7,0.279203,0.311976,0.0397,1
11204,'2016/04/30 12:53:21:831',7,0.259529,0.324043,0.078745,1
11205,'2016/04/30 12:53:21:848',7,0.324721,0.370693,0.049571,1
11206,'2016/04/30 12:53:21:864',7,0.324721,0.363232,0.04816,1
11207,'2016/04/30 12:53:21:882',7,0.232826,0.296521,0.066446,1
11208,'2016/04/30 12:53:21:897',7,0.232826,0.296434,0.06742,1
11209,'2016/04/30 12:53:21:914',7,0.228571,0.284641,0.06742,1
11210,'2016/04/30 12:53:21:932',7,0.239418,0.29318,0.062508,1
11211,'2016/04/30 12:53:21:949',7,0.247077,0.307887,0.079377,1
11212,'2016/04/30 12:53:21:964',7,0.247077,0.307887,0.079377,1
11213,'2016/04/30 12:53:21:984',7,0.192177,0.241985,0.057458,1
11214,'2016/04/30 12:53:21:998',7,0.192177,0.241985,0.057458,1
11215,'2016/04/30 12:53:22:015',7,0.262498,0.270176,0.034451,1
11216,'2016/04/30 12:53:22:031',7,0.262498,0.341175,0.085058,1
11217,'2016/04/30 12:53:22:048',7,0.202597,0.310231,0.111771,1
11218,'2016/04/30 12:53:22:065',7,0.202597,0.271039,0.071589,1
11219,'2016/04/30 12:53:22:081',7,0.238023,0.286872,0.071589,1
11220,'2016/04/30 12:53:22:099',7,0.234487,0.281121,0.047614,1
11221,'2016/04/30 12:53:22:116',7,0.258137,0.33208,0.077086,1
11222,'2016/04/30 12:53:22:133',7,0.258137,0.33208,0.077086,1
11223,'2016/04/30 12:53:22:149',7,0.233452,0.290891,0.075005,1
11224,'2016/04/30 12:53:22:163',7,0.233452,0.290891,0.075005,1
11225,'2016/04/30 12:53:22:181',7,0.219298,0.275952,0.075005,1
11226,'2016/04/30 12:53:22:197',7,0.220759,0.271575,0.055715,1
11227,'2016/04/30 12:53:22:213',7,0.219807,0.267498,0.055715,1
11228,'2016/04/30 12:53:22:230',7,0.219269,0.281018,0.067401,1
11229,'2016/04/30 12:53:22:247',7,0.219269,0.281018,0.067401,1
11230,'2016/04/30 12:53:22:266',7,0.214313,0.291915,0.079543,1
11231,'2016/04/30 12:53:22:280',7,0.226664,0.291712,0.065446,1
11232,'2016/04/30 12:53:22:300',7,0.226664,0.266036,0.045214,1
11233,'2016/04/30 12:53:22:315',7,0.283476,0.336206,0.053794,1
11234,'2016/04/30 12:53:22:331',7,0.283476,0.336206,0.053794,1
11235,'2016/04/30 12:53:22:348',7,0.270456,0.333641,0.067184,1
11236,'2016/04/30 12:53:22:363',7,0.270456,0.334324,0.069055,1
11237,'2016/04/30 12:53:22:382',7,0.291067,0.356472,0.066831,1
11238,'2016/04/30 12:53:22:399',7,0.291067,0.362519,0.074538,1
11239,'2016/04/30 12:53:22:416',7,0.280776,0.341296,0.062789,1
11240,'2016/04/30 12:53:22:431',7,0.280776,0.341296,0.062789,1
11241,'2016/04/30 12:53:22:447',7,0.253972,0.312351,0.058838,1
11242,'2016/04/30 12:53:22:464',7,0.253972,0.310763,0.056809,1
11243,'2016/04/30 12:53:22:482',7,0.268079,0.303565,0.065131,1
11244,'2016/04/30 12:53:22:499',7,0.268079,0.334019,0.067033,1
11245,'2016/04/30 12:53:22:513',7,0.291849,0.353905,0.067033,1
11246,'2016/04/30 12:53:22:533',7,0.287878,0.348885,0.061384,1
11247,'2016/04/30 12:53:22:549',7,0.287878,0.348885,0.061384,1
11248,'2016/04/30 12:53:22:566',7,0.286994,0.347472,0.063995,1
11249,'2016/04/30 12:53:22:582',7,0.286994,0.347472,0.063995,1
11250,'2016/04/30 12:53:22:599',7,0.286994,0.347472,0.063995,1
11251,'2016/04/30 12:53:22:614',7,0.282366,0.335132,0.052992,1
11252,'2016/04/30 12:53:22:630',7,0.282366,0.335132,0.052992,1
11253,'2016/04/30 12:53:22:648',7,0.303368,0.351716,0.055973,1
11254,'2016/04/30 12:53:22:664',7,0.314774,0.376034,0.067986,1
11255,'2016/04/30 12:53:22:684',7,0.374195,0.427628,0.058662,1
11256,'2016/04/30 12:53:22:697',7,0.374195,0.427628,0.058662,1
11257,'2016/04/30 12:53:22:715',7,0.307495,0.359702,0.058662,1
11258,'2016/04/30 12:53:22:731',7,0.294774,0.352283,0.064769,1
11259,'2016/04/30 12:53:22:747',7,0.304075,0.359268,0.064769,1
11260,'2016/04/30 12:53:22:766',7,0.291998,0.352491,0.066977,1
11261,'2016/04/30 12:53:22:781',7,0.291998,0.352491,0.066977,1
11262,'2016/04/30 12:53:22:799',7,0.263143,0.324447,0.067193,1
11263,'2016/04/30 12:53:22:814',7,0.264633,0.319711,0.058899,1
11264,'2016/04/30 12:53:22:831',7,0.290269,0.344441,0.066411,1
11265,'2016/04/30 12:53:22:849',7,0.247731,0.340077,0.098929,1
11266,'2016/04/30 12:53:22:864',7,0.247731,0.311619,0.064195,1
11267,'2016/04/30 12:53:22:881',7,0.246185,0.309796,0.067478,1
11268,'2016/04/30 12:53:22:898',7,0.246185,0.306976,0.062976,1
11269,'2016/04/30 12:53:22:916',7,0.326645,0.383881,0.067803,1
11270,'2016/04/30 12:53:22:930',7,0.326645,0.383881,0.067803,1
11271,'2016/04/30 12:53:22:950',7,0.341699,0.404337,0.0747,1
11272,'2016/04/30 12:53:22:964',7,0.341699,0.404337,0.0747,1
11273,'2016/04/30 12:53:22:982',7,0.344987,0.406574,0.0747,1
11274,'2016/04/30 12:53:22:997',7,0.34279,0.40247,0.071868,1
11275,'2016/04/30 12:53:23:014',7,0.345954,0.407641,0.073032,1
11276,'2016/04/30 12:53:23:033',7,0.345954,0.38254,0.04582,1
11277,'2016/04/30 12:53:23:047',7,0.290371,0.377784,0.091361,1
11278,'2016/04/30 12:53:23:066',7,0.290583,0.352015,0.06715,1
11279,'2016/04/30 12:53:23:081',7,0.286841,0.350054,0.064323,1
11280,'2016/04/30 12:53:23:100',7,0.286841,0.351551,0.068065,1
11281,'2016/04/30 12:53:23:114',7,0.264418,0.314717,0.052266,1
11282,'2016/04/30 12:53:23:130',7,0.264418,0.314717,0.052266,1
11283,'2016/04/30 12:53:23:151',7,0.269964,0.319482,0.051699,1
11284,'2016/04/30 12:53:23:165',7,0.269964,0.319482,0.051699,1
11285,'2016/04/30 12:53:23:182',7,0.267857,0.3104,0.051604,1
11286,'2016/04/30 12:53:23:198',7,0.267857,0.3104,0.051604,1
11287,'2016/04/30 12:53:23:215',7,0.274326,0.346651,0.074299,1
11288,'2016/04/30 12:53:23:230',7,0.274326,0.346651,0.074299,1
11289,'2016/04/30 12:53:23:247',7,0.242877,0.258866,0.02363,1
11290,'2016/04/30 12:53:23:266',7,0.242877,0.258866,0.02363,1
11291,'2016/04/30 12:53:23:282',7,0.279083,0.310266,0.03426,1
11292,'2016/04/30 12:53:23:299',7,0.279083,0.310266,0.03426,1
11293,'2016/04/30 12:53:23:314',7,0.315886,0.356804,0.043679,1
11294,'2016/04/30 12:53:23:331',7,0.315886,0.356804,0.043679,1
11295,'2016/04/30 12:53:23:347',7,0.351718,0.417713,0.074984,1
11296,'2016/04/30 12:53:23:365',7,0.351718,0.417713,0.074984,1
11297,'2016/04/30 12:53:23:381',7,0.285524,0.357278,0.072125,1
11298,'2016/04/30 12:53:23:397',7,0.285524,0.357278,0.072125,1
11299,'2016/04/30 12:53:23:416',7,0.299461,0.376232,0.077272,1
11300,'2016/04/30 12:53:23:432',7,0.299461,0.376232,0.077272,1
11301,'2016/04/30 12:53:23:450',7,0.434102,0.494608,0.067327,1
11302,'2016/04/30 12:53:23:465',7,0.434102,0.494608,0.067327,1
11303,'2016/04/30 12:53:23:481',7,0.435056,0.493043,0.063153,1
11304,'2016/04/30 12:53:23:499',7,0.435056,0.492931,0.063298,1
11305,'2016/04/30 12:53:23:514',7,0.435866,0.494987,0.063286,1
11306,'2016/04/30 12:53:23:531',7,0.435866,0.494987,0.063286,1
11307,'2016/04/30 12:53:23:550',7,0.436221,0.503047,0.071116,1
11308,'2016/04/30 12:53:23:566',7,0.436221,0.503047,0.071116,1
11309,'2016/04/30 12:53:23:583',7,0.434609,0.5,0.068725,1
11310,'2016/04/30 12:53:23:599',7,0.434609,0.5,0.068725,1
11311,'2016/04/30 12:53:23:614',7,0.430063,0.500694,0.072542,1
11312,'2016/04/30 12:53:23:630',7,0.430063,0.500694,0.072542,1
11313,'2016/04/30 12:53:23:649',7,0.427542,0.493047,0.068836,1
11314,'2016/04/30 12:53:23:666',7,0.427542,0.493047,0.068836,1
11315,'2016/04/30 12:53:23:682',7,0.407254,0.472114,0.067721,1
11316,'2016/04/30 12:53:23:701',7,0.407254,0.472114,0.067721,1
11317,'2016/04/30 12:53:23:714',7,0.401398,0.463344,0.063095,1
11318,'2016/04/30 12:53:23:731',7,0.401398,0.465875,0.066496,1
11319,'2016/04/30 12:53:23:746',7,0.402986,0.466856,0.066156,1
11320,'2016/04/30 12:53:23:764',7,0.402986,0.466856,0.066156,1
11321,'2016/04/30 12:53:23:780',7,0.414879,0.478783,0.065756,1
11322,'2016/04/30 12:53:23:798',7,0.414879,0.478783,0.065756,1
11323,'2016/04/30 12:53:23:814',7,0.412839,0.47795,0.067547,1
11324,'2016/04/30 12:53:23:833',7,0.412839,0.47795,0.067547,1
11325,'2016/04/30 12:53:23:850',7,0.41397,0.479541,0.067499,1
11326,'2016/04/30 12:53:23:864',7,0.41397,0.479541,0.067499,1
11327,'2016/04/30 12:53:23:883',7,0.411008,0.479234,0.070525,1
11328,'2016/04/30 12:53:23:897',7,0.411008,0.479234,0.070525,1
11329,'2016/04/30 12:53:23:916',7,0.407561,0.477911,0.072049,1
11330,'2016/04/30 12:53:23:930',7,0.407561,0.477911,0.072049,1
11331,'2016/04/30 12:53:23:949',7,0.408469,0.476993,0.070004,1
11332,'2016/04/30 12:53:23:965',7,0.408469,0.476993,0.070004,1
11333,'2016/04/30 12:53:23:980',7,0.402543,0.47584,0.0758,1
11334,'2016/04/30 12:53:23:997',7,0.402543,0.466468,0.065472,1
11335,'2016/04/30 12:53:24:014',7,0.398249,0.468005,0.071296,1
11336,'2016/04/30 12:53:24:031',7,0.398249,0.468005,0.071296,1
11337,'2016/04/30 12:53:24:047',7,0.36717,0.441927,0.076944,1
11338,'2016/04/30 12:53:24:065',7,0.36717,0.434513,0.069513,1
11339,'2016/04/30 12:53:24:083',7,0.368483,0.433226,0.066707,1
11340,'2016/04/30 12:53:24:100',7,0.368483,0.433226,0.066707,1
11341,'2016/04/30 12:53:24:114',7,0.36969,0.444354,0.075956,1
11342,'2016/04/30 12:53:24:132',7,0.36969,0.444354,0.075956,1
11343,'2016/04/30 12:53:24:148',7,0.366427,0.43506,0.07073,1
11344,'2016/04/30 12:53:24:165',7,0.366427,0.43506,0.07073,1
11345,'2016/04/30 12:53:24:181',7,0.364432,0.420396,0.057972,1
11346,'2016/04/30 12:53:24:201',7,0.364432,0.420396,0.057972,1
11347,'2016/04/30 12:53:24:217',7,0.362295,0.4122,0.049911,1
11348,'2016/04/30 12:53:24:230',7,0.362295,0.4122,0.049911,1
11349,'2016/04/30 12:53:24:251',7,0.359118,0.406898,0.047822,1
11350,'2016/04/30 12:53:24:265',7,0.359118,0.406898,0.047822,1
11351,'2016/04/30 12:53:24:280',7,0.355143,0.406236,0.051567,1
11352,'2016/04/30 12:53:24:298',7,0.355143,0.406236,0.051567,1
11353,'2016/04/30 12:53:24:314',7,0.353625,0.406402,0.052869,1
11354,'2016/04/30 12:53:24:332',7,0.353625,0.406402,0.052869,1
11355,'2016/04/30 12:53:24:349',7,0.354775,0.408878,0.054341,1
11356,'2016/04/30 12:53:24:367',7,0.354775,0.408878,0.054341,1
11357,'2016/04/30 12:53:24:382',7,0.352423,0.406767,0.055485,1
11358,'2016/04/30 12:53:24:400',7,0.352423,0.406767,0.055485,1
11359,'2016/04/30 12:53:24:417',7,0.35365,0.405502,0.052504,1
11360,'2016/04/30 12:53:24:431',7,0.35365,0.405502,0.052504,1
11361,'2016/04/30 12:53:24:449',7,0.353146,0.405695,0.053549,1
11362,'2016/04/30 12:53:24:465',7,0.353146,0.405695,0.053549,1
11363,'2016/04/30 12:53:24:483',7,0.354921,0.407867,0.053046,1
11364,'2016/04/30 12:53:24:499',7,0.354921,0.407867,0.053046,1
11365,'2016/04/30 12:53:24:515',7,0.345856,0.385135,0.04201,1
11366,'2016/04/30 12:53:24:531',7,0.345856,0.385135,0.04201,1
11367,'2016/04/30 12:53:24:550',7,0.342329,0.384964,0.042936,1
11368,'2016/04/30 12:53:24:565',7,0.342329,0.384964,0.042936,1
11369,'2016/04/30 12:53:24:583',7,0.321952,0.374366,0.052806,1
11370,'2016/04/30 12:53:24:600',7,0.321952,0.374366,0.052806,1
11371,'2016/04/30 12:53:24:615',7,0.326169,0.380815,0.05489,1
11372,'2016/04/30 12:53:24:630',7,0.326169,0.380815,0.05489,1
11373,'2016/04/30 12:53:24:648',7,0.355525,0.386726,0.035558,1
11374,'2016/04/30 12:53:24:664',7,0.355525,0.386726,0.035558,1
11375,'2016/04/30 12:53:24:681',7,0.347596,0.386719,0.046085,1
11376,'2016/04/30 12:53:24:698',7,0.347596,0.372166,0.025121,1
11377,'2016/04/30 12:53:24:715',7,0.346633,0.372369,0.02744,1
11378,'2016/04/30 12:53:24:731',7,0.346633,0.372369,0.02744,1
11379,'2016/04/30 12:53:24:751',7,0.350052,0.379566,0.034591,1
11380,'2016/04/30 12:53:24:765',7,0.350052,0.379566,0.034591,1
11381,'2016/04/30 12:53:24:781',7,0.351811,0.378343,0.031378,1
11382,'2016/04/30 12:53:24:797',7,0.351811,0.378343,0.031378,1
11383,'2016/04/30 12:53:24:815',7,0.348306,0.372289,0.026863,1
11384,'2016/04/30 12:53:24:833',7,0.348306,0.372289,0.026863,1
11385,'2016/04/30 12:53:24:847',7,0.350059,0.373093,0.026155,1
11386,'2016/04/30 12:53:24:865',7,0.350059,0.373093,0.026155,1
11387,'2016/04/30 12:53:24:882',7,0.353544,0.372676,0.021717,1
11388,'2016/04/30 12:53:24:901',7,0.353544,0.372676,0.021717,1
11389,'2016/04/30 12:53:24:915',7,0.308261,0.373028,0.066267,1
11390,'2016/04/30 12:53:24:931',7,0.308261,0.36663,0.058576,1
11391,'2016/04/30 12:53:24:948',7,0.308261,0.36663,0.058576,1
11392,'2016/04/30 12:53:24:966',7,0.306498,0.366436,0.062868,1
11393,'2016/04/30 12:53:24:982',7,0.309455,0.370053,0.060816,1
11394,'2016/04/30 12:53:24:997',7,0.309455,0.370053,0.060816,1
11395,'2016/04/30 12:53:25:017',7,0.32355,0.364109,0.04224,1
11396,'2016/04/30 12:53:25:030',7,0.32355,0.364109,0.04224,1
11397,'2016/04/30 12:53:25:048',7,0.339599,0.37129,0.031827,1
11398,'2016/04/30 12:53:25:068',7,0.339599,0.37129,0.031827,1
11399,'2016/04/30 12:53:25:082',7,0.312524,0.371705,0.060071,1
11400,'2016/04/30 12:53:25:099',7,0.312524,0.370668,0.058228,1
11401,'2016/04/30 12:53:25:115',7,0.309936,0.370454,0.060639,1
11402,'2016/04/30 12:53:25:133',7,0.310249,0.368076,0.059037,1
11403,'2016/04/30 12:53:25:149',7,0.307029,0.369185,0.062959,1
11404,'2016/04/30 12:53:25:163',7,0.307029,0.369185,0.062959,1
11405,'2016/04/30 12:53:25:184',7,0.314517,0.371932,0.057918,1
11406,'2016/04/30 12:53:25:197',7,0.314517,0.371932,0.057918,1
11407,'2016/04/30 12:53:25:216',7,0.316029,0.371997,0.056095,1
11408,'2016/04/30 12:53:25:231',7,0.316029,0.36692,0.051812,1
11409,'2016/04/30 12:53:25:250',7,0.314224,0.366948,0.053406,1
11410,'2016/04/30 12:53:25:264',7,0.314224,0.368166,0.054002,1
11411,'2016/04/30 12:53:25:284',7,0.319351,0.368583,0.050213,1
11412,'2016/04/30 12:53:25:299',7,0.319351,0.368583,0.050213,1
11413,'2016/04/30 12:53:25:317',7,0.318392,0.373515,0.055511,1
11414,'2016/04/30 12:53:25:331',7,0.318392,0.373515,0.055511,1
11415,'2016/04/30 12:53:25:350',7,0.305381,0.324022,0.026395,1
11416,'2016/04/30 12:53:25:367',7,0.305381,0.324022,0.026395,1
11417,'2016/04/30 12:53:25:381',7,0.305358,0.322717,0.019489,1
11418,'2016/04/30 12:53:25:401',7,0.305358,0.322717,0.019489,1
11419,'2016/04/30 12:53:25:414',7,0.312839,0.363664,0.054215,1
11420,'2016/04/30 12:53:25:431',7,0.312839,0.363664,0.054215,1
11421,'2016/04/30 12:53:25:447',7,0.310346,0.363872,0.057132,1
11422,'2016/04/30 12:53:25:466',7,0.310346,0.323639,0.020541,1
11423,'2016/04/30 12:53:25:481',7,0.317481,0.323325,0.00978,1
11424,'2016/04/30 12:53:25:498',7,0.317481,0.323325,0.00978,1
11425,'2016/04/30 12:53:25:517',7,0.328429,0.364097,0.039248,1
11426,'2016/04/30 12:53:25:532',7,0.328429,0.364097,0.039248,1
11427,'2016/04/30 12:53:25:547',7,0.307358,0.325249,0.028388,1
11428,'2016/04/30 12:53:25:564',7,0.307358,0.325249,0.028388,1
11429,'2016/04/30 12:53:25:581',7,0.317555,0.32453,0.018453,1
11430,'2016/04/30 12:53:25:597',7,0.317555,0.369023,0.052162,1
